4516520203978231307,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
-376553824994465059,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1732729548123165238,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
-3160344480849531128,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3
-4080075217766932257,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
5075237443985554865,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1
-6863865873621998326,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2
6689804171114856924,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,3
6259471421935501577,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0
-5679631895672051614,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1
-3570348522554421317,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,2
-8463422551527117683,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,3
4665233402280664676,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0
-227840626692031690,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,1
6279800129409966735,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,2
1386726100437270369,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,3
-809206585362993070,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
-4517590427664847056,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
-6026773732692916012,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
1133658961460358747,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
-2526440349570728744,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
